ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison
114,5,"L'atto datato 18 ottobre 1278 indica come il lago di Salpi fosse in piena, tanto che le saline di Canne e di Salpi furono piene di acqua e per questo coperte e devastate",2,1,1278,1278,18/10/1278,18/10/1278,Autunno,5,41.37744021,16.12459673,Lago di Salpi,Pantanus Salparum,TRUE,,
115,3,Un'alluvione successa nell'ottobre del 1727 ha causato la distruzione dei lavori di difesa nelle saline di Barletta,2,1,1727,1727,1/10/1727,31/10/1727,Autunno,5,41.31279327,16.28808685,Barletta,,TRUE,,
116,3,Un'alluvione nel 1751 ha causato la distruzione di un ponte sul fiume Ofanto,2,1,1751,1751,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
117,3,Un'alluvione nel 1755 ha causato la piena dell'Ofanto distruggendo il ponte romano di Canosa,2,1,1755,1755,,,,3,41.13,16.04,Canosa,,TRUE,,
118,3,Un'alluvione successa il 27 dicembre 1761 ha causato la piena dell'Ofanto che ebbe modo di straripare al lato destro del ponte romano di Canosa creando un nuovo alveo. Viene suggerito di ricostruire il ponte in un'altra posizione sul fiume.,2,1,1761,1761,27/12/1761,27/12/1761,Inverno,5,41.13,16.04,Canosa,,TRUE,,
119,1,"Verosimilmente, tra il 1765 e il 1819, diversi periodi di siccità hanno portato a un basso livello le acque del lago di Salpi, rendendolo inagibile alla pesca",2,1,1765,1819,,,,3,41.37744021,16.12459673,Lago di Salpi,,TRUE,,
120,5,Nell'agosto del 1770 ci furono delle forti precipitazioni nell'area dell'Ofanto senza che queste tuttavia arrecarono danni alla salinizzazione,1,1,1770,1770,1/8/1770,30/08/1770,Estate,5,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
121,5,Nel 1783 ci furono delle forti precipitazioni nell'area dell'Ofanto ma che comunque non arrecarono danni alla salinizzazione,1,1,1783,1783,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
122,3,Nel 1804 diverse alluvioni provocarono la piena dell'Ofanto tali da inondare le saline,2,1,1804,1804,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
123,3,Nell'inverno del 1813 diverse alluvioni provocarono la piena dell'Ofanto,2,1,1813,1813,,,Inverno,4,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
124,3,Nel 1827 ci furono diverse alluvioni che provocarono la piena dell'Ofanto nelle saline,2,1,1827,1827,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
125,3,Nell'inverno del 1832 ci furono diverse alluvioni che provocarono la piena del fiume Carapelle e dell'Ofanto tale che la superficie del lago [di Salpi] nel quale si riversarono ebbe modo di elevarsi al di sopra del livello del mare,2,1,1832,1832,,,Inverno,4,,,Fiume Carapelle/Fiume Ofanto,,TRUE,,
126,3,"Nell'inverno del 1838, le forti precipitazioni e alluvioni provocarono la piena dell'Ofanto tale da incrementare la superficie del lago di Salpi",2,1,1838,1838,,,Inverno,4,41.38039865,16.12481878,Fiume Ofanto/Lago di Salpi,,TRUE,,
127,5,Nel novembre del 1840 ci furono forti precipitazioni a Margherita di Savoia,2,1,1840,1840,1/11/1840,30/11/1840,Autunno,5,41.36784474,16.1557186,Margherita di Savoia,,TRUE,,
128,5,Nell'ottobre del 1847 ci furono forti precipitazioni a Margherita di Savoia,2,1,1847,1847,1/10/1847,31/10/1847,Autunno,5,41.36784474,16.1557186,Margherita di Savoia,,TRUE,,
129,3,Nel 1850 diverse alluvioni provocarono la piena dell'Ofanto tanto da far crollare il ponte costruito da Traiano nel 112 a. C. tra Margherita di Savoia e Barletta ,2,1,1850,1850,,,,3,41.36784474,16.1557186,Margherita di Savoia/Barletta,,TRUE,,
130,3,Nel 1852 diverse alluvioni provocarono la piena dell'Ofanto tanto da causare danni al ponte di Canosa bisognoso di manutenzione,2,1,1852,1852,,,,3,41.13,16.04,Canosa,,TRUE,,
131,3,"Nel 1853, diverse alluvioni provocarono la piena dell'Ofanto tanto che furono necessari dei lavori di riparazione del canale Ofantino",2,1,1853,1853,,,,3,41.34475536,16.13477782,Canale Ofantino/Fiume Ofanto,,TRUE,,
132,6,"Qualche anno prima del 1854, diverse alluvioni hanno provocato delle piene nel mare della Puglia tanto da distruggere centinaia di abitazioni",2,1,ante 1854,ante 1854,,,,3,,,Puglia,,TRUE,,
133,3,L'atto datato 19 marzo 1278 indicherebbe un'imminente abbondanza d'acqua in arrivo presso le saline situate nelle zone di Orte e San Lorenzo,1,1,1278,1278,19/03/1278,19/03/1278,Inverno,5,,,Orte/San Lorenzo,,TRUE,,
134,3,"L'atto datato 1° aprile 1276 c'informa di un fiume chiamato Gizzolo esistente presso Sulmona, il cui corso fu deviato, probabilmente a causa di un'alluvione",1,1,1276,1276,1/4/1276,1/4/1276,Primavera,5,42.04968495,13.92717615,Sulmona,Sulmone,TRUE,,
135,15,"L'atto datato 29 ottobre 1279 c'informa che la nave mercantile di un certo Lisicza di Iadara, diretta verso Bari, fece naufragio presso la Rocca di Canne a causa dei forti venti contrari",2,1,1279,1279,29/10/1279,29/10/1279,Autunno,5,41.29038555,16.14929624,Canne,Canne,TRUE,,
136,3,"L'atto datato 12 marzo 1270 c'informa dell'ordine di ricostruzione del ponte di Apolla da parte di re Carlo, situato nel luogo detto Tallata, il quale era crollato per la piena del fiume [Tanagro]",2,1,1270,1270,12/3/1270,12/3/1270,Inverno,5,40.51565011,15.49985258,Polla/Tallata,Apolla/Tallata,TRUE,,
137,3,"L'atto datato 20 agosto 1269 c'informa che a causa della piena del fiume Biferno, un ponte presso Guardia risulta crollato",2,1,1269,1269,20/08/1269,20/08/1269,Estate,5,41.26,14.33,Guardia,Guardia,TRUE,,
138,3,"L'atto datato 2 febbraio 1270 c'informa di una casa distrutta nell'acqua del Biferno, probabilmente causata da un'alluvione",2,1,1270,1270,02/02/1270,02/02/1270,Inverno,5,41.93025992,14.99322667,Fiume Biferno,,TRUE,,
139,3,"L'atto datato 14 gennaio 1271 c'informa, tra i molti fatti, che il Giustiziere di Terra di Bari dovesse far costruire sollecitamente il ponte di Canne, probabilmente crollato a causa della piena del fiume",1,1,1271,1271,14/01/1271,14/01/1271,Inverno,5,41.29038555,16.14929624,Canne,Canne,TRUE,,
140,10,L'atto datato 9 agosto 1272 c'informa di una nave veneziana ancorata presso il porto di Bari che ha subito un naufragio a causa di una tempesta marina,1,1,1272,1272,09/08/1272,09/08/1272,Estate,5,41.11562508,16.86082484,Bari,Barum,TRUE,,
141,15,L'atto datato 7 febbraio 1274 c'informa del naufragio di una nave denominata 'Regina' presso il mare di Trani ,1,1,1274,1274,07/02/1274,07/02/1274,Inverno,5,41.27322416,16.41930239,Trani,Tranum,TRUE,,
142,10,Gli atti datati 26 aprile 1284 c'informano di un naufragio presso il porto di Trani a causa del mare in tempesta,1,1,1284,1284,26/04/1284,26/04/1284,Primavera,5,41.27322416,16.41930239,Trani,Tranum,TRUE,Si tratta di due atti datati lo stesso giorno e anno,
143,15,L'atto datato 24 luglio 1288 c'informa di una galea naufragata presso il porto di Sant'Andrea vicino Bari,1,1,1288,1288,24/07/1288,24/07/1288,Estate,5,41.07,16.52,Sant'Andrea,Sanctum Andree,TRUE,,
144,15,L'atto datato 5 gennaio 1280 c'informa di un naufragio in Terra d'Otranto,1,1,1280,1280,05/01/1280,05/01/1280,Inverno,5,40.14070038,18.47495582,Terra d'Otranto,Terra Hydronti,FALSE,,
145,14,Il cronista registra per il 1088 un forte terremoto in Puglia,2,3,1088,1088,10/09/1088,10/09/1088,Estate,5,,,Puglia,Apulia,FALSE,,
146,2,Il cronista registra all'anno 1011 una grande carestia in tutta Italia,2,4,1011,1011,,,,3,,,Italia,Italia,FALSE,,
147,11,"Il cronista indica all'anno 1084, precisamente il 6 febbraio, l'avvento di un'eclissi solare",1,4,1084,1084,06/02/1084,06/02/1084,Inverno,5,,,Italia,Italia,FALSE,,
148,11,"L'annalista indica all'anno 1178, precisamente il 15 di settembre, l'avvento di un'eclissi solare, con tanto di apparizione di stelle cadenti",1,4,1178,1178,15/09/1178,15/09/1178,Estate,5,,,Italia,Italia,FALSE,,
149,11,Il cronista indica all'anno 1266 un'eclissi lunare durata tre ore,1,4,1266,1266,,,,3,,,Italia,Italia,FALSE,,
150,3,"L'atto datato 3 giugno 1318 c'informa della ricostruzione del casale di S. Maria della Noce, in Molise, distrutto da un'inondazione",2,1,1318,1318,03/06/1318,03/06/1318,Primavera,5,41.84933857,14.41921109,S. Maria della Noce,Sancta Marie de Nuce,TRUE,,
151,2,"L'atto datato 11 aprile 1165 indica come due contraenti di Campomarino, in Molise, vendano un orto a causa della carestia incombente (famis)",1,1,1165,1165,11/04/1165,11/04/1165,Primavera,5,41.94537817,15.05160406,Campomarino,Campimarinum,TRUE,,
152,8,L'atto datato 26 luglio 1325 indica che da ben tre anni a Bitonto ci fu un eccessivo calore tale da seccare gli olivi fin dalle radici e distruggere il frumento e le piante erbacee,2,1,1322,1325,1322,26/07/1325,Estate,5,41.10998962,16.6910891,Bitonto,Bitontum,TRUE,,
153,9,L'atto datato 26 luglio 1325 indica che da ben tre anni a Bitonto ci fu un eccessivo freddo tale da seccare gli olivi fin dalle radici e distruggere il frumento e le piante erbacee,2,1,1322,1325,1322,26/07/1325,Estate,5,41.10998962,16.6910891,Bitonto,Bitontum,TRUE,,
154,2,L'atto datato 2 gennaio 1327 indica una carestia a Sulmona ma in generale in Abruzzo,2,1,1327,1327,02/01/1327,02/01/1327,Inverno,5,42.05121773,13.92718076,Sulmona,Sermona,TRUE,,
155,3,"L'atto datato 1° aprile 1291 c'informa di un fiume chiamato Gizzolo (o Gizio) esistente presso Sulmona, il cui corso fu deviato, probabilmente a causa di un'alluvione",1,1,1291,1291,1/4/1291,1/4/1291,Primavera,5,42.05121773,13.92718076,Sulmona,Sulmone,TRUE,Vedi n. 134. Forse il Faraglia sbaglia la datazione dell'anno.,
156,3,"L'atto datato 1302 indica come re Carlo II ordina la ricostruzione delle strade e vie che da Sulmona andavano fino a Isernia in quanto bloccate da acque pluviali, sassi ecc. probabilmente in seguito a un'alluvione",2,1,1302,1302,,,,3,42.05121773,13.92718076,Sulmona/Isernia,Sulmona/Isernia,TRUE,,
157,3,L'atto datato 3 ottobre 1317 c'informa di un'inondazione del torrente Vella che scorre vicino a Sulmona e al Castello di Pacentro,2,1,1317,1317,3/10/1317,3/10/1317,Autunno,5,42.05122374,13.99304723,Sulmona/Castello di Pacentro,Sulmona/Castrum Pacentri,TRUE,,
158,2,L'atto datato 21 agosto 1329 indica come in Puglia ci fosse una grave carestia,2,3,1329,1329,21/08/1329,21/08/1329,Estate,5,,,Puglia,Apulia,FALSE,,
159,2,L'atto datato 21 novembre 1329 c'informa come ci fosse una generale penuria di beni in Terra di Bari,2,3,1329,1329,21/11/1329,21/11/1329,Autunno,5,41.05678054,16.79834135,Terra di Bari,,FALSE,,
160,2,L'atto datato 18 marzo 1330 indica una carestia di beni a Troia,2,1,1330,1330,18/03/1330,18/03/1330,Inverno,5,41.36230319,15.31275927,Troia,,TRUE,,
161,2,L'atto datato 3 luglio 1339 indica una carestia a Vieste tale da costringere gli abitanti a richiedere il grano ai magazzini regi,2,1,1339,1339,03/07/1339,03/07/1339,Estate,5,41.8818262,16.16940201,Vieste,Vesta,TRUE,,
162,11,L'annalista registra un'eclissi solare all'anno 939,1,4,939,939,,,,3,,,Italia,Italia,FALSE,Vedi n. 1,
163,11,"L'annalista registra un'eclissi solare all'anno 969, precisamente il 22 di dicembre, in Italia",1,4,969,969,,,,3,,,Italia,Italia,FALSE,Vedi n. 3,
164,11,"L'annalista registra all'anno 1033, precisamente il 29 giugno, un'eclissi solare in Italia",1,4,1033,1033,,,,3,,,Italia,Italia,FALSE,,
165,11,"L'annalista registra all'anno 1033, precisamente nel settembre, un'altra eclissi solare in Italia",1,4,1033,1033,01/09/1033,30/09/1033,Estate/Autunno,5,,,Italia,Italia,FALSE,,
166,4,L'annalista registra all'anno 1048 delle grandi nevicate in Italia per cinque anni,1,4,1048,1053,,,,2,,,Italia,Italia,FALSE,,
167,2,L'annlista registra all'anno 1048 un grande carestia in Italia durata cinque anni,2,4,1048,1053,,,,2,,,Italia,Italia,FALSE,,
168,4,"L'annalista registra all'anno 1063, precisamente il 5 ottobre, una forte grandinata",1,4,1063,1063,5/10/1063,5/10/1063,Autunno,5,,,Regno,Regnum,FALSE,,
169,5,"L'annalista registra all'anno 1066, precisamente il 3 di febbraio, delle forti precipitazioni",1,4,1066,1066,03/02/1066,03/02/1066,Inverno,5,,,Regno,Regnum,FALSE,,
170,18,L'annalista registra all'anno 1065 la caduta di tanta resina nel mese di novembre,1,4,1065,1065,01/11/1065,30/11/1065,Autunno,5,,,Regno,Regnum,FALSE,,
171,18,"L'annalista registra all'anno 1081, precisamente il 3 di febbraio, la caduta di tanta resina",1,4,1081,1081,03/02/1081,03/02/1081,Inverno,5,,,Regno,Regnum,FALSE,,
172,5,L'annalista registra all'anno 1084 delle forti precipitazioni tanto che ci fu un'abbondanza di vino per sette anni,1,4,1084,1084,,,,3,,,Regno,Regnum,FALSE,,
173,14,"L'annalista registra all'anno 1095, precisamente il 14 di gennaio, un forte terremoto",1,4,1095,1095,04/04/1095,04/04/1095,Primavera,5,,,Regno,Regnum,FALSE,,
174,9,L'annalista registra all'anno 1098 un'estate molto calda tanto che le uve maturarono velocemente,2,4,1098,1098,,,,3,,,Regno,Regnum,FALSE,,
175,2,L'annalista registra all'anno 1102 una grande carestia tanto che ci fu un'alta percentuale di morti,2,4,1102,1102,,,,3,,,Regno,Regnum,FALSE,,
176,4,L'annalista registra all'anno 1105 delle grandi nevicate,1,4,1105,1105,,,,3,,,Regno,Regnum,FALSE,,
177,3,L'annalista registra all'anno 1105 delle grandi inondazioni causate dai fiumi,1,4,1105,1105,,,,3,,,Regno,Regnum,FALSE,,
178,14,Il cronista registra all'anno 847 un forte terremoto che distrusse Isernia,3,1,847,847,,,,3,41.59,14.23,Isernia,Isernia,TRUE,,
179,2,L'annalista indica all'anno 1085 una grande carestia che fece un'alta percentuale di morti,2,4,1085,1085,,,,3,,,Italia,Italia,FALSE,,
180,11,"L'annalista registra all'anno 1093 un'eclissi solare, precisamente l'8 ottobre alle sei di mattina fino alle nove",1,4,1093,1093,8/10/1093,8/10/1093,Autunno,5,,,Italia,Italia,FALSE,,
181,11,L'annalista registra il 14 ottobre del 1103 un'eclissi lunare senza nuvole,1,4,1103,1103,14/10/1103,14/10/1103,Autunno,5,,,Italia,Italia,FALSE,,
182,14,L'annalista registra all'anno 1117 un forte terremoto in tutto il Regno,1,4,1117,1117,,,,3,,,Regno,Regnum,FALSE,,
183,14,L'annalista registra all'anno 1133 un grande terremoto,1,4,1133,1133,,,,3,,,Regno,Regnum,FALSE,,
184,11,L'annalista registra all'anno 1133 un'eclissi solare,1,4,1133,1133,,,,3,,,Italia,Italia,FALSE,,
185,10,"L'annalista registra all'anno 1138, precisamente il 1° ottobre, dei forti venti tali da sradicare molti edifici e alberi",2,4,1138,1138,1/10/1138,1/10/1138,Autunno,3,,,Regno,Regnum,FALSE,,
186,11,"L'annalista registra all'anno 1142 un'eclissi lunare, precisamente il 15 febbraio",1,4,1142,1142,15/02/1142,15/02/1142,Inverno,5,,,Italia,Italia,FALSE,,
187,11,"L'annalista registra all'anno 1143 un'eclissi lunare, precisamente il 5 di febbraio",1,4,1143,1143,05/02/1143,05/02/1143,Inverno,5,,,Italia,Italia,FALSE,,
188,14,"L'annalista registra all'anno 1160, precisamennte il 15 ottobre, un grande terremoto",1,4,1160,1160,15/10/1160,15/10/1160,Autunno,5,,,Regno,Regnum,FALSE,,
189,14,"L'annalista registra all'anno 1161, precisamente il 17 febbraio, un grande terremoto",1,4,1161,1161,17/02/1161,17/02/1161,Inverno,5,,,Regno,Regnum,FALSE,,
190,10,L'annalista registra all'anno 1163 dei forti venti tali da sradicare case e alberi,2,4,1163,1163,,,,3,,,Regno,Regnum,FALSE,,
191,8,L'annalista registra all'anno 1167 un'estate con calore eccessivo tanto da far ammalare e uccidere molti soldati dell'esercito dell'imperatore,2,4,1167,1167,,,Estate,4,,,Regno,Regnum,FALSE,,
192,5,L'annalista registra all'anno 1167 delle forti precipitazioni tra l'8 agosto e il 20 novembre,1,4,1167,1167,08/08/1167,20/11/1167,Estate/Autunno,5,,,Regno,Regnum,FALSE,,
193,1,L'annalista registra all'anno 1167 un periodo di siccità tra il 20 novembre e il 13 febbraio del 1168,2,4,1167,1167,20/11/1167,13/02/1168,Autunno/Inverno,5,,,Regno,Regnum,FALSE,,
194,10,"L'annalista registra all'anno 1167 lo spirare di un forte vento freddo tanto da non far crescere i raccolti, da congelare gli stagni e addirittura il lago di Fucino",2,1,1167,1167,,,,3,41.99,13.54,Lago di Fucino,,TRUE,,
195,9,"L'annalista registra all'anno 1167 un freddo eccessivo causato dal vento tale da non far crescere i raccolti, da congelare gli stagni e addirittura il lago di Fucino",2,1,1167,1167,,,,3,41.99,13.54,Lago di Fucino,,TRUE,,
196,8,L'annalista registra all'anno 1168 un'estate molto calda tanto che non piovve mai,2,4,1168,1168,,,Estate,4,,,Regno,Regnum,FALSE,,
197,1,L'annalista registra all'anno 1168 un'estate molto calda tanto che non piovve mai,2,4,1168,1168,,,Estate,4,,,Regno,Regnum,FALSE,,
198,14,"L'annalista registra all'anno 1170, precisamente il 22 marzo, un grande terremoto tale che distrusse le mura delle città",2,4,1170,1170,22/03/1170,22/03/1170,Primavera,5,,,Regno,Regnum,FALSE,,
199,8,L'annalista registra all'anno 1173 un'estate molto calda tanto da seccare tutte le radici,2,4,1173,1173,,,Estate,4,,,Regno,Regnum,FALSE,,
200,10,"L'annalista registra all'anno 1174, precisamente il 17 di settembre, la presenza di un forte vento che ebbe modo di sradicare molte case e alberi",2,4,1174,1174,17/09/1174,17/09/1174,Estate,5,,,Regno,Regnum,FALSE,,
201,11,"L'annalista registra all'anno 1178, precisamente al 15 di settembre, un'eclissi solare",1,4,1178,1178,15/11/1178,15/11/1178,Autunno,5,,,Italia,Italia,FALSE,,
202,11,"L'annalista registra all'anno 1179, precisamente il 14 di settembre, un'eclissi lunare",1,4,1179,1179,14/09/1179,14/09/1179,Estate,5,,,Italia,Italia,FALSE,,
203,10,"L'annalista registra all'anno 1198, precisamente nella notte della festa di San Mauro (15 gennaio?), l'avvento di una forte tempesta di vento e acqua tale da distruggere molti paviglioni vicino San Germano",2,1,1198,1198,15/01/1198,15/01/1198,Inverno,5,41.3,13.44,San Germano,Sanctum Germani,TRUE,,
204,14,L'annalista registra all'anno 1200 un grande terremoto,1,4,1200,1200,,,,,,,Regno,Regnum,FALSE,,
205,10,"L'annalista registra all'anno 1202, presciamente il 3 gennaio, una forte tempesta di venti tale da sradicare numerosi alberi, edifici, case ecc.",2,4,1202,1202,03/01/1202,03/01/1202,Inverno,5,,,Regno,Regnum,FALSE,,
206,2,L'annalista registra all'anno 1202 una grande carestia,2,4,1202,1202,,,,3,,,Regno,Regnum,FALSE,,
207,4,L'annalista registra all'anno 1211 delle grandi nevicate tali che ''ogni uomo vivente diceva di non averne mai vista così tanta neve'',3,4,1211,1211,,,,3,,,Regno,Regnum,FALSE,,
208,3,L'annalista registra all'anno 1211 delle grandi nevicate che causarono delle alluvioni verso le pianure,2,4,1211,1211,,,,3,,,Regno,Regnum,FALSE,,
209,9,L'annalista registra all'anno 1211 che per 15 giorni fece così freddo tanto da seccare i fichi dalle radici,2,4,1211,1211,,,,3,,,Regno,Regnum,FALSE,,
210,11,L'annalista registra all'anno 1011 un'eclissi solare in Italia,1,4,1011,1011,,,,3,,,Italia,Italia,FALSE,,
211,2,L'annalista registra all'anno 1011 una grande carestia,1,4,1011,1011,,,,3,,,Regno,Regnum,FALSE,,
212,11,L'annalista registra all'anno 1029 un'eclissi lunare,1,4,1029,1029,,,,3,,,Italia,Italia,FALSE,,
213,11,L'annalista registra all'anno 1034 un'eclissi solare parziale durante la festività di San Pietro (29 giugno),1,4,1034,1034,29/06/1034,29/06/1034,Estate,5,,,Italia,Italia,FALSE,,
214,11,L'annalista registra al 9 novembre 1063 un'eclissi lunare,1,4,1063,1063,9/11/1063,9/11/1063,Autunno,5,,,Italia,Italia,FALSE,,
215,2,L'annalista registra all'anno 1085 una grande carestia tale da causare un'alta percentuale di morti,1,4,1085,1085,,,,3,,,Regno,Regnum,FALSE,,
216,1,L'annalista registra all'anno 1091 un periodo di siccità tanto che non piovve fino alla festa di san Nicolò,2,4,1091,1091,,08/12/1091,Inverno,5,,,Regno,Regnum,FALSE,,
217,11,L'annalista registra all'8 di ottobre del 1094 un'eclissi solare,1,4,1094,1094,08/10/1094,08/10/1094,Autunno,5,,,Italia,Italia,FALSE,,
218,11,"L'annalista registra all'anno 1096, alla festa di san Pietro, un'eclissi lunare",1,4,1096,1096,29/06/1096,29/06/1096,Estate,5,,,Italia,Italia,FALSE,,
219,11,"L'annalista registra all'anno 1097, alla festa della trasfigurazione di Cristo, un'eclissi lunare",1,4,1097,1097,6/081097,06/08/1097,Estate,5,,,Italia,Italia,FALSE,,
220,2,L'annalista registra all'anno 1104 una grande carestia durata fino al 1105,1,4,1104,1105,,,,2,,,Regno,Regnum,FALSE,,
221,11,"L'annalista registra all'anno 1105, precisamente al 14 ottobre, un'eclissi lunare",1,4,1105,1105,14/10/1105,14/10/1105,Autunno,5,,,Italia,Italia,FALSE,,
222,11,L'annalista registra all'anno 1107 un'eclissi lunare,1,4,1107,1107,,,,3,,,Italia,Italia,FALSE,,
223,14,"L'annalista registra all'anno 1117 una serie di grandi terremoti, tali che distrussero molti edifici ed ebbero modo di causare molti morti, di smuovere le acque e di muovere le lampade delle chiese",2,4,1117,1117,,,,3,,,Regno,Regnum,FALSE,,
224,11,L'annalista registra all'anno 1117 un'eclissi lunare,1,4,1117,1117,,,,3,,,Italia,Italia,FALSE,,
225,6,L'annalista registra all'anno 1117 una serie di terremoti che provocarono degli tsunami,1,4,1117,1117,,,,3,,,Regno,Regnum,FALSE,,
226,11,"L'annalista registra all'anno 1133, precisamente al 4 di agosto, un'eclissi solare",1,4,1133,1133,04/08/1133,04/08/1133,Estate,5,,,Italia,Italia,FALSE,,
227,14,L'annalista registra all'anno 1141 un grande terremoto,2,4,1141,1141,,,,3,,,Regno,Regnum,FALSE,,
228,11,"L'annalista registra all'anno 1143, precisamente il 4 febbraio, un'eclissi lunare",1,4,1143,1143,04/02/1143,04/02/1143,Inverno,5,,,Italia,Italia,FALSE,,
229,11,L'annalista registra al 29 novembre del 1147 un'eclissi solare,1,4,1147,1147,29/11/1147,29/11/1147,Autunno,5,,,Italia,Italia,FALSE,,
230,5,"L'annalista registra al 14 di marzo 1150 una pioggia torbida, e per la festa di San Giovanni Battista una pioggia di sangue",1,4,1150,1150,14/03/1150,24/06/1150,Inverno/Primavera/Estate,5,,,Regno,Regnum,FALSE,,
231,11,L'annalista registra al 15 marzo 1150 un'eclissi lunare,1,4,1150,1150,15/03/1150,15/03/1150,Inverno,5,,,Italia,Italia,FALSE,,
232,14,L'annalista registra all'anno 1152 una serie di granadi terremoti,1,4,1152,1152,,,,3,,,Regno,Regnum,FALSE,,
233,11,L'annalista registra all'anno 1153 un'eclissi solare,1,4,1153,1153,,,,3,,,Italia,Italia,FALSE,,
234,11,L'annalista registra all'anno 1161 un'eclissi solare al mese di agosto,1,4,1161,1161,01/08/1161,30/08/1161,Estate,5,,,Italia,Italia,FALSE,,
235,11,L'annalista registra al 4 luglio 1163 un'eclissi solare,1,4,1163,1163,04/07/1163,04/07/1163,Estate,5,,,Italia,Italia,FALSE,,
236,14,L'annalista registra all'anno 1169 un grande terremoto tale che molte mura in diverse parti del Regno sono state distrutte,2,4,1169,1169,,,,3,,,Regno,Regnum,FALSE,,
237,14,L'annalista registra all'anno 1172 una serie di terremoti,1,4,1172,1172,,,,3,,,Regno,Regnum,FALSE,,
238,11,L'annalista registra all'anno 1172 un'eclissi lunare,1,4,1172,1172,,,,3,,,Italia,Italia,FALSE,,
239,10,L'annalista indica che nel gennaio del 1182 ci furono venti e tempeste forti per tutta Italia tali che uccise molti uomini e bestie sradicando alberi e piante dalle radici,2,4,1182,1182,01/01/1182,31/01/1182,Inverno,5,,,Italia,Italia,FALSE,,
240,8,L'annalista indica all'anno 1190 un'estate particolarmente calda,2,4,1190,1190,,,Estate,4,,,Regno,Regnum,FALSE,,
241,5,L'annalista registra all'anno 1191 del maltempo che ebbe modo di causare la morte di molti soldati dell'imperatore,2,4,1191,1191,,,,3,,,Regno ,Regnum,FALSE,,
242,2,L'annalista registra all'anno 1192 una carestia di frumento presso San Germano,1,1,1192,1192,,,,3,41.3,13.44,San Germano,Sanctum Germani,TRUE,,
243,2,L'annalista registra all'anno 1202 una grande carestia nel Regno,2,4,1202,1202,,,,3,,,Regno,Regnum,FALSE,,
244,8,"L'annalista indica all'anno 1208, precisamente il 25 agosto, un'estate particolarmente calda a Montecassino",1,4,1208,1208,25/08/1208,25/08/1208,Estate,5,41.49180255,13.8137744,Montecassino/Regno,Montecassinum/Regnum,FALSE,,
245,14,L'annalista registra all'anno 1209 una serie di terremoti in diversi luoghi nel Sannio tali che distrussero numerosi edifici e castelli,2,3,1209,1209,,,,3,,,Samnium,Sannio,FALSE,,
246,14,"L'annalista registra all'anno 1349, al giorno 9 settembre, un forte terremoto nel regno di Sicilia che distrusse in parte anche San Germano",2,3,1349,1349,09/09/1349,09/09/1349,Estate,5,41.3,13.44,San Germano,Sanctum Germani,TRUE,,
247,14,"L'annalista registra all'anno 990 un terremoto che distrusse molte case a Benevento e Capua facendo molti morti, ebbe modo di colpire anche Ariano, Frigento e Conza al confine con la Puglia",2,3,990,990,,,,3,,,Benevento/Capua/Ariano/Frigento/Conza,,FALSE,,
248,2,L'annalista indica all'anno 1011 un grande carestia in tutta Italia,2,4,1011,1011,,,,3,,,Italia,Italia,FALSE,,
249,8,L'annalista registra all'anno 1022 una probabile estate particolarmente calda a Troia,1,1,1022,1022,,,Estate,4,41.36434454,15.31533942,Troia,Troia,TRUE,,
250,11,L'annalista registra al 29 giugno 1034 un'eclissi solare,1,4,1034,1034,,,,3,,,Italia,Italia,FALSE,,
251,2,L'annalista registra all'anno 1040 una grande carestia in Italia e in Gallia durata sette anni,2,4,1040,1047,,,,3,,,Italia,Italia,FALSE,,
252,11,"L'annalista registra un'eclissi lunare all'anno 1042, precisamente il 9 gennaio",1,4,1042,1042,09/01/1042,09/01/1042,Inverno,5,,,Italia,Italia,FALSE,,
253,11,L'annalista registra un'eclissi lunare all'anno 1089,1,4,1089,1089,,,,3,,,Italia,Italia,FALSE,,
254,11,L'annalista registra al 23 settembre 1093 un'eclissi solare,1,4,1093,1093,23/09/1093,23/09/1093,Autunno,5,,,Italia,Italia,FALSE,,
255,11,L'annalista registra al 7 agosto 1096 un'eclissi lunare,1,4,1096,1096,07/08/1096,07/08/1096,Estate,5,,,Italia,Italia,FALSE,,
256,11,L'annalista registra al 25 bnovembre 1099 un'eclissi lunare,1,4,1099,1099,25/11/1099,25/11/1099,Autunno,5,,,Italia,Italia,FALSE,,
257,11,L'annalista registra al 16 luglio 1117 un'eclissi lunare,1,4,1117,1117,16/07/1117,16/07/1117,Estate,5,,,Italia,Italia,FALSE,,
258,11,L'annalista registra all'11 dicembre 1118 un'eclissi lunare,1,4,1118,1118,11/12/1118,11/12/1118,Inverno,5,,,Italia,Italia,FALSE,,
259,11,L'annalista registra nel mese di dicembre 1118 un'eclissi solare,1,4,1118,1118,01/12/1118,31/12/1118,Autunno/Inverno,5,,,Italia,Italia,FALSE,,
